"week","temp","spec.hum","rh","dew_point","atmos_pres"
1,19.4215629714572,0.00988499271608918,68.8449068164992,12.7137439848319,1015.16798492977
2,19.3379488151698,0.00966305643935941,67.6091869453111,12.3180782437942,1014.80249362828
3,19.8283981054569,0.00972192393385245,66.5825347211334,12.4777644200584,1014.63005235921
4,20.3492593647991,0.0100184236065254,66.269229486169,12.8931046462175,1014.52605217847
5,20.8060845830501,0.00989791594552369,64.097420523335,12.7140138434343,1014.53816322836
6,21.5889299146774,0.0103185258818295,63.5520825503082,13.3288629864779,1013.57413715258
7,22.5538360138265,0.0107214720482719,62.5645147553404,13.9639175010337,1013.93628575091
8,23.764678831512,0.0110228717310814,60.4014973121542,14.338470351955,1012.52367982831
9,24.5031726697777,0.011258735619875,59.3390424750335,14.6494975019833,1011.68269902031
10,25.0308317012401,0.011620550757671,59.0497904763472,15.0421881709853,1011.0190502873
11,25.7886750460119,0.0119087246622846,58.0676943834539,15.4686459789449,1011.13325552537
12,27.1610821589706,0.0122760873654783,55.7531111180222,15.8907768371935,1010.01210289351
13,28.2809316360572,0.0130084511300574,55.769041504153,16.7914024937502,1009.36954964154
14,28.9603323114579,0.0133775005282593,55.1352860959839,17.2174990298338,1008.31327989482
15,29.5824553208047,0.0135435816893453,54.1689199858775,17.3524042615713,1007.91086980892
16,30.160045683839,0.0142237366521557,55.240417217958,18.2789064810657,1007.08413766566
17,30.5997524379802,0.014239428655017,54.0729188593312,18.2107304469538,1006.58206572118
18,30.7321941749467,0.0148647851134788,56.0893548780454,19.0515738895593,1005.92164435502
19,31.1451426846755,0.0154636314257583,56.8721840634552,19.7929230162214,1005.37770789516
20,31.2722751435554,0.0160033362174246,58.4410321602129,20.4989006055345,1004.19748554159
21,31.595013790608,0.0162645153387882,58.3792612361717,20.7254444299245,1003.49434537136
22,31.3222459891525,0.0167398481299162,60.8043645315451,21.3216312243409,1003.28733173467
23,30.5570970532671,0.0174406198143936,65.512881093883,22.1918757601526,1002.90100471595
24,30.2226577084466,0.017783633903831,67.7092863990514,22.583245338515,1001.49479322983
25,29.5295398924276,0.0182364509648053,71.3458420267686,23.087412476534,1001.7286686734
26,28.9472038752769,0.0187081376160542,75.0483251099855,23.5680532871597,1001.95553556252
27,28.5548623201682,0.0188545045515044,77.130983163151,23.7190532784449,1001.67874990529
28,28.1612886018712,0.0189432899078261,79.0821871127283,23.8142427298941,1001.83797350028
29,28.0698655240269,0.0190118008207761,79.6340034738539,23.880850095922,1002.06742257804
30,27.7592770018591,0.0189652030750342,80.7759910380472,23.8603414354371,1002.73906369212
31,27.8040914496085,0.018926313830074,80.3467399686788,23.8152574836419,1002.70144076596
32,27.7506059714441,0.0190782368627014,81.1342452258712,23.9537122328183,1002.40209992648
33,27.5381453117942,0.0189803966331721,81.6847796308472,23.8714046827954,1003.15712244531
34,27.5904182588134,0.0189040046899906,81.146153465975,23.8021744703692,1004.00524926458
35,27.5915054969761,0.0188368956770276,80.8559225998322,23.7356728974337,1004.21114341692
36,27.6107137870683,0.0186190722379545,79.8933021699589,23.5291523211626,1005.16128776747
37,27.6555018045855,0.018551792990381,79.451737096943,23.4623977933589,1005.82101431181
38,27.6148720333865,0.0182808178025332,78.6516157794254,23.193478601006,1005.88992712053
39,27.5179449786609,0.0178990259418398,77.6112662934815,22.8214979269528,1007.18468537921
40,27.5210129978296,0.0172860089670715,75.1522822817854,22.1579647027263,1007.87027462297
41,27.1968104247123,0.0164655075429412,72.9916856038841,21.2667639199778,1008.81079979249
42,26.6811072687793,0.0154422637440172,70.5666901199003,20.0860579917111,1009.56310092608
43,25.7397994542153,0.0144594268505544,69.771289856623,18.9443106073958,1010.78400885074
44,25.0981425759135,0.0138462053606721,69.3334137945607,18.2739890174593,1011.72266686278
45,24.4671438234881,0.0132346413728191,68.4770852055164,17.477580028142,1012.04916066483
46,23.6783290637346,0.01254060982128,67.8840610340956,16.6048780296892,1012.43475118292
47,23.1232298251253,0.0122337061754841,68.0973742025238,16.1415346771856,1012.98522536319
48,22.2202305675643,0.0115582253592181,67.9939563624206,15.2471671551187,1013.65884947258
49,21.631442815834,0.011250935354159,68.4245748739157,14.804495802271,1013.5448339669
50,21.0737652556416,0.0110421112937337,69.2938931667812,14.4852117780279,1014.11915046608
51,19.993939336132,0.0102396610574518,68.591288553696,13.2436281889059,1015.13363648176
52,19.7700455274912,0.00989753910719453,67.489300515824,12.706620480553,1014.74787844954
53,19.1363368348842,0.00999366945954397,70.0427015680169,12.7596182004624,1014.35580731607
